Country,Currency Type,Business Line,Team/Business Unit,Year,Cycle,Terr ID,Emp ID,Emp_Name,Role_Name,Product Name,Metric Type,Product wt,Metric/sales-non sales,Plan Type,Targets,Sales,Attainment,Achievement,Product Target_pay,Eligibility,Product level Payout,FLM_Flag,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2022,Q1-2022, 4SMAR786,KÓ?SIN786,kó?sin786,REP,Urocomplete Injection,Others,0.12,Sales,MS,0.35911,0.353024,0.98,0.9,89600,1,80840.704,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2021,C3-2021, 4SMAR786,KÓ?SIN786,kó?sin786,REP,PlavixSolution,Others,0.37,Sales,MS,0.103661,0.125625,1.21,1.9,276266.6667,1,526238.5483,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2025,C2-2025, 5SMAR786,ERDR. 786,erDr. 786,REP,EnbrelDrops,Others,0.27,Sales,MS,0.197356,0.157384,0.8,0,201600,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2024,C1-2024, 5SMAR786,ERDR. 786,erDr. 786,REP,Macroprotect Capsule,Others,0.12,Sales,MS,0.365231,0.379291,1.04,1.29,89600,1,115625.664,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2023,C1-2023, 5SMAR786,ERDR. 786,erDr. 786,REP,RemicadeTablet,Others,0.12,Sales,MS,0.480538,0.4727,0.98,0.91,89600,1,81329.92,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2022,Q2-2022, 5SMAR786,ERDR. 786,erDr. 786,REP,Geriforte Capsule,Others,0.12,Sales,MS,0.32607,0.326944,1,1.03,89600,1,91954.4192,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2021,C1-2021, 5SMAR786,ERDR. 786,erDr. 786,REP,CrestorInjection,Others,0.37,Sales,MS,0.103636,0.092262,0.89,0,276266.6667,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2025,Q4-2025,tySpec786,EFDR. 786,efDr. 786,FLM,Gastrorelief Powder,Others,0.333333,Sales,MS,0.055714,0.049882,0.9,0.7,373332.96,1,287466.3792,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2024,C3-2024,tySpec786,EFDR. 786,efDr. 786,FLM,RemicadeCream,Others,0.666667,Sales,MS,0.483862,0.46403,0.96,0.8,746667.04,1,653124.5932,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2023,Q2-2023, 1Spec786,TTSZEK786,ttSzek786,REP,RemicadeCream,Others,0.333333,Sales,MS,0.055714,0.006613,0.12,0,248888.64,0,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2022,Q3-2022, 1Spec786,TTSZEK786,ttSzek786,REP,Multiguard Capsule,Others,0.666667,Sales,MS,0.502619,0.465858,0.93,0.74,497778.0267,0,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2021,C1-2021, 2Spec786,KADR. 786,kaDr. 786,REP,Hypocure Drops,Others,0.333333,Sales,MS,0.055714,0.026852,0.48,0,248888.64,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2025,C3-2025, 2Spec786,KADR. 786,kaDr. 786,REP,Superguard Injection,Others,0.666667,Sales,MS,0.495744,0.480693,0.97,0.84,497778.0267,1,417406.7865,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2024,Q2-2024, 3Spec786,ESDR. 786,esDr. 786,REP,DermoLipitorrapid,Others,0.333333,Sales,MS,0.055714,0.111434,2,2,248888.64,1,547555.008,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2023,Q3-2023, 3Spec786,ESDR. 786,esDr. 786,REP,Geriboost Spray,Others,0.666667,Sales,MS,0.512113,0.520196,1.02,1.13,497778.0267,1,620451.3894,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2022,Q4-2022, 4Spec786,NAMAJE786,naMaje786,REP,Hyposhield Spray,Others,0.333333,Sales,MS,0.055714,0.046239,0.83,0,248888.64,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2021,C3-2021, 4Spec786,NAMAJE786,naMaje786,REP,HypoLipitorprime,Others,0.666667,Sales,MS,0.414766,0.386292,0.93,0.74,497778.0267,1,370709.2343,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2025,Q2-2025, 1Spec786,ESDR. 786,esdr. 786,REP,Urocomplete Injection,Others,0.333333,Sales,MS,0.055714,0.031856,0.57,0,248888.64,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2024,C2-2024, 1Spec786,ESDR. 786,esdr. 786,REP,ImmunoLantuscare,Others,0.666667,Sales,MS,0.536297,0.519263,0.97,0.83,497778.0267,1,495751.0746,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2023,Q4-2023, 2Spec786,DEFEHÉ786,deFehé786,REP,AntiSeroquelactive,Others,0.333333,Sales,MS,0.055714,0.071796,1.29,2,248888.64,1,546690.9662,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2022,C2-2022, 2Spec786,DEFEHÉ786,deFehé786,REP,Psychoadvance Gel,Others,0.666667,Sales,MS,0.486153,0.475117,0.98,0.87,497778.0267,1,477008.7363,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2021,C3-2021, 1Spec786,ÁNCSÁK786,ánCsák786,REP,DermoZantacpure,Others,0.333333,Sales,MS,0.055714,0.088103,1.58,2,248888.64,1,497777.28,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2025,C1-2025, 1Spec786,ÁNCSÁK786,ánCsák786,REP,AspirinInjection,Others,0.666667,Sales,MS,0.481313,0.449589,0.93,0.75,497778.0267,1,372937.7865,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2024,Q4-2024, 2Spec786,BANÁDI786,baNádi786,REP,AvastinCream,Others,0.333333,Sales,MS,0.055714,0.032938,0.59,0,248888.64,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2023,Q1-2023, 2Spec786,BANÁDI786,baNádi786,REP,Macroactive Lotion,Others,0.666667,Sales,MS,0.525209,0.525309,1,1,497778.0267,1,547555.8294,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2022,Q2-2022, 1Spec786,YIDR. 786,yidr. 786,REP,RemicadeInjection,Others,0.333333,Sales,MS,0.055714,0.013444,0.24,0,248888.64,0,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2021,Q3-2021, 1Spec786,YIDR. 786,yidr. 786,REP,Hepatorapid Powder,Others,0.666667,Sales,MS,0.423442,0.38725,0.92,0.72,497778.0267,0,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2025,Q4-2025, 1Spec786,IANÉME786,iaNéme786,REP,SeroquelInjection,Others,0.333333,Sales,MS,0.055714,0.062822,1.13,1.71,248888.64,1,510746.9666,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2024,C3-2024, 1Spec786,IANÉME786,iaNéme786,REP,TylenolLotion,Others,0.666667,Sales,MS,0.489916,0.454515,0.93,0.74,497778.0267,1,442192.3491,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2023,Q2-2023,_1BIO_786,NCBALÁ786,ncBalá786,REP,Metacare Gel,Others,0.25,Sales,MS,0.126809,0.129789,1.02,1.19,210000,1,300779.64,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2022,Q3-2022,_1BIO_786,NCBALÁ786,ncBalá786,REP,Immunoactive Capsule,Others,0.5,Sales,MS,0.661031,0.858522,1.3,2,420000,1,1007698.608,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2021,C2-2021,_1BIO_786,NCBALÁ786,ncBalá786,REP,Hyposhield Spray,Others,0.25,Sales,MS,0.812902,0.837121,1.03,1.24,210000,1,311579.856,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2025,Q1-2025,_2BIO_786,ITDR. 786,itDr. 786,REP,CrestorDrops,Others,0.25,Sales,MS,0.120884,0.311348,2.58,2,210000,0.280899,117977.58,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2024,Q2-2024,_2BIO_786,ITDR. 786,itDr. 786,REP,Bioadvance Gel,Others,0.5,Sales,MS,0.661238,0.542932,0.82,0,420000,0.280899,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2023,Q3-2023,_2BIO_786,ITDR. 786,itDr. 786,REP,Renalgentle Gel,Others,0.25,Sales,MS,0.605146,0.500785,0.83,0,210000,0.280899,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2022,Q4-2022,_3BIO_786,RAEMMA786,raEmma786,REP,Hyponatural Drops,Others,0.25,Sales,MS,0.128265,0.160843,1.25,1.96,210000,1,437360.7875,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2021,Q1-2021,_3BIO_786,RAEMMA786,raEmma786,REP,Hepatorapid Powder,Others,0.5,Sales,MS,0.662668,0.68966,1.04,1.31,420000,1,600475.4351,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2025,C2-2025,_3BIO_786,RAEMMA786,raEmma786,REP,TylenolCapsule,Others,0.25,Sales,MS,0.42402,0.426337,1.01,1.04,210000,1,244292.4575,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2024,C3-2024,_4BIO_786,YAVÉRT786,yaVért786,REP,CardioCymbaltaboost,Others,0.25,Sales,MS,0.230553,0.434856,1.89,2,210000,1,445168.5875,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2023,Q4-2023,_4BIO_786,YAVÉRT786,yaVért786,REP,RituxanCream,Others,0.5,Sales,MS,0.652228,0.770766,1.18,1.85,420000,1,827208.6551,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2022,Q1-2022,_4BIO_786,YAVÉRT786,yaVért786,REP,Hepatorapid Powder,Others,0.25,Sales,MS,0.585354,0.500489,0.86,0,210000,1,25168.58753,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2021,Q2-2021,NEBIO_786,LALAJO786,laLajo786,REP,AspirinCream,Others,0.25,Sales,MS,0.286002,0.570002,1.99,2,210000,1,420000,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2025,Q3-2025,NEBIO_786,LALAJO786,laLajo786,REP,SeroquelInjection,Others,0.5,Sales,MS,0.665904,0.701222,1.05,1.38,420000,1,580825.56,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2024,Q4-2024,NEBIO_786,LALAJO786,laLajo786,REP,AbilifyPowder,Others,0.25,Sales,MS,0.605941,0.433036,0.72,0,210000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2023,Q1-2023,NWBIO_786,KAHALI786,kaHali786,REP,RemicadeInjection,Others,0.25,Sales,MS,0.2154,0.211146,0.98,0.89,210000,1,239753.3351,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2022,C3-2022,NWBIO_786,KAHALI786,kaHali786,REP,RemicadeCream,Others,0.5,Sales,MS,0.662282,0.78598,1.19,1.86,420000,1,888369.9502,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2021,Q3-2021,NWBIO_786,KAHALI786,kaHali786,REP,RemicadeCream,Others,0.25,Sales,MS,0.70653,0.68099,0.96,0.81,210000,1,224498.9351,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2025,Q4-2025,SEBIO_786,KEDR. 786,keDr. 786,REP,Metacomplete Drops,Others,0.25,Sales,MS,0.155967,0.294759,1.89,2,210000,1,420000,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2024,Q1-2024,SEBIO_786,KEDR. 786,keDr. 786,REP,PlavixSolution,Others,0.5,Sales,MS,0.655059,0.831334,1.27,1.98,420000,1,831282.06,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2023,Q2-2023,SEBIO_786,KEDR. 786,keDr. 786,REP,BioCymbaltacure,Others,0.25,Sales,MS,0.6535,0.514434,0.79,0,210000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2022,C1-2022,SWBIO_786,IAGULY786,iaGuly786,REP,Multiextra Lotion,Others,0.25,Sales,MS,0.19142,0.357771,1.87,2,210000,1,420000,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2021,Q4-2021,SWBIO_786,IAGULY786,iaGuly786,REP,Actiextra Ointment,Others,0.5,Sales,MS,0.655962,0.816742,1.25,1.95,420000,1,819830.34,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2025,C3-2025,SWBIO_786,IAGULY786,iaGuly786,REP,Metatotal Spray,Others,0.25,Sales,MS,0.586585,0.519777,0.89,0,210000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2024,C1-2024,RSBIOS786,NAKOVÁ786,naKová786,FLM,Metapure Capsule,Others,0.25,Sales,MS,0.17,0.299135,1.76,2,280000,1,560000,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2023,Q3-2023,RSBIOS786,NAKOVÁ786,naKová786,FLM,GastroPlavixmax,Others,0.5,Sales,MS,0.66,0.753238,1.14,1.75,560000,1,979664,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2022,Q4-2022,RSBIOS786,NAKOVÁ786,naKová786,FLM,RemicadeCream,Others,0.25,Sales,MS,0.631823,0.558377,0.88,0,280000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2021,Q1-2021,DKDK786,DEOTTL786,deOttl786,FLM,GastroPlavixmax,Others,0.05,Sales,MS,0.117102,0.133789,1.14,1.76,56000,1,98285.208,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2025,Q2-2025,DKDK786,DEOTTL786,deOttl786,FLM,Macroprotect Capsule,Others,0.1,Sales,MS,0.132078,0.070748,0.54,0,112000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2024,C2-2024,DKDK786,DEOTTL786,deOttl786,FLM,Microplus Ointment,Others,0.05,Sales,MS,0.203012,0.195832,0.97,0.82,56000,1,45787.84,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2023,Q4-2023,DKDK786,DEOTTL786,deOttl786,FLM,Immunoprime Gel,Others,0.3,Sales,MS,0.431484,0.430194,1,0.99,336000,1,331282.56,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2022,Q1-2022,DKDK786,DEOTTL786,deOttl786,FLM,VascularAspirinforte,Others,0.15,Sales,MS,0.439896,0.428668,0.97,0.86,168000,1,143925.6,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2021,C3-2021,DKDK786,DEOTTL786,deOttl786,FLM,Renalgentle Gel,Others,0.2,Sales,MS,0.109112,0.116165,1.07,1.45,224000,1,324641.856,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2025,C1-2025,DKDK786,DEOTTL786,deOttl786,FLM,RituxanCream,Others,0.15,Sales,MS,0.359553,0.349327,0.97,0.85,168000,1,142373.28,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2024,C2-2024,NYDNY786,VACSEC786,vaCsec786,FLM,CymbaltaCream,Others,0.05,Sales,MS,0.130117,0.12769,0.98,0.89,56000,1,49927.36,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2023,Q1-2023,NYDNY786,VACSEC786,vaCsec786,FLM,Pediaboost Spray,Others,0.1,Sales,MS,0.152648,0.135751,0.89,0,112000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2022,Q2-2022,NYDNY786,VACSEC786,vaCsec786,FLM,DermoZantacpure,Others,0.05,Sales,MS,0.203046,0.205774,1.01,1.11,56000,1,62129.088,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2021,C1-2021,NYDNY786,VACSEC786,vaCsec786,FLM,GastroPlavixmax,Others,0.3,Sales,MS,0.317029,0.301001,0.95,0.77,336000,1,259391.328,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2025,Q4-2025,NYDNY786,VACSEC786,vaCsec786,FLM,Rheumopure Ointment,Others,0.15,Sales,MS,0.452183,0.416642,0.92,0.73,168000,1,122639.328,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2024,C1-2024,NYDNY786,VACSEC786,vaCsec786,FLM,AriceptCapsule,Others,0.2,Sales,MS,0.105951,0.099509,0.94,0.76,224000,1,169506.848,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2023,C1-2023,NYDNY786,VACSEC786,vaCsec786,FLM,Metacomplete Drops,Others,0.15,Sales,MS,0.35209,0.337487,0.96,0.8,168000,1,133593.6,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2022,Q3-2022,ÉKÉK786,VASÁNT786,vaSánt786,FLM,Gastrorelief Powder,Others,0.05,Sales,MS,0.125001,0.122511,0.98,0.89,56000,1,54598.544,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2021,Q4-2021,ÉKÉK786,VASÁNT786,vaSánt786,FLM,Macroforte Powder,Others,0.1,Sales,MS,0.160757,0.111807,0.7,0,112000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2025,C2-2025,ÉKÉK786,VASÁNT786,vaSánt786,FLM,Urocomplete Injection,Others,0.05,Sales,MS,0.188613,0.181028,0.96,0.8,56000,1,49202.384,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2024,Q2-2024,ÉKÉK786,VASÁNT786,vaSánt786,FLM,RemicadeInjection,Others,0.3,Sales,MS,0.471526,0.452984,0.96,0.8,336000,1,296552.256,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2023,C2-2023,ÉKÉK786,VASÁNT786,vaSánt786,FLM,AvastinCream,Others,0.15,Sales,MS,0.414158,0.374409,0.9,0.71,168000,1,130398.0216,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2022,Q4-2022,ÉKÉK786,VASÁNT786,vaSánt786,FLM,Actirelief Gel,Others,0.2,Sales,MS,0.106347,0.09205,0.87,0,224000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2021,Q1-2021,ÉKÉK786,VASÁNT786,vaSánt786,FLM,Geriforte Capsule,Others,0.15,Sales,MS,0.3506,0.335124,0.96,0.79,168000,1,145079.088,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2025,Q2-2025,NYÉNY786,ÁNKOVÁ786,ánKová786,FLM,Multiguard Capsule,Others,0.05,Sales,MS,0.123077,0.138943,1.13,1.71,56000,1,105537.0008,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2024,C2-2024,NYÉNY786,ÁNKOVÁ786,ánKová786,FLM,CardioCymbaltaboost,Others,0.1,Sales,MS,0.177877,0.163845,0.92,0.73,112000,1,89935.5072,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2023,Q4-2023,NYÉNY786,ÁNKOVÁ786,ánKová786,FLM,Nanogentle Solution,Others,0.05,Sales,MS,0.202391,0.201589,1,0.98,56000,1,60334.736,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2022,Q1-2022,NYÉNY786,ÁNKOVÁ786,ánKová786,FLM,Multiguard Capsule,Others,0.3,Sales,MS,0.400493,0.416186,1.04,1.3,336000,1,479363.4384,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2021,Q2-2021,NYÉNY786,ÁNKOVÁ786,ánKová786,FLM,DermoZantacpure,Others,0.15,Sales,MS,0.433794,0.454845,1.05,1.36,168000,1,251205.6624,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2025,Q3-2025,NYÉNY786,ÁNKOVÁ786,ánKová786,FLM,Dermoactive Drops,Others,0.2,Sales,MS,0.103517,0.109659,1.06,1.42,224000,1,349124.6528,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2024,C3-2024,NYÉNY786,ÁNKOVÁ786,ánKová786,FLM,RemicadeInjection,Others,0.15,Sales,MS,0.359865,0.351148,0.98,0.87,168000,1,160084.848,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2023,Q1-2023,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,ProSeroquelprime,Others,0.15,Sales,MS,0.074,0.090611,1.22,1.92,168000,1,323135.232,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2022,C3-2022,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,Renalgentle Gel,Others,0.1,Sales,MS,0.039904,0.036153,0.91,0.71,112000,1,79345.504,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2021,Q3-2021,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,AntiSeroquelactive,Others,0.075,Sales,MS,0.105,0.09966,0.95,0.77,84000,1,64847.832,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2025,Q4-2025,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,SeroquelInjection,Others,0.075,Sales,MS,0.302,0.258362,0.86,0,84000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2024,Q1-2024,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,Immunorelief Lotion,Others,0.1,Sales,MS,0.628136,0.625237,1,0.97,112000,1,108980.48,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2023,Q2-2023,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,AdvilDrops,Others,0.2,Sales,MS,0.245543,0.241673,0.98,0.91,224000,1,203324.8,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2022,C2-2022,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,ProLyricaheal,Others,0.025,Sales,MS,0.332,0.356718,1.07,1.5,28000,1,41861.624,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2021,C1-2021,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,RemicadeInjection,Others,0.025,Sales,MS,0.135197,0.126494,0.94,0.75,28000,1,21061.74,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2025,Q1-2025,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,Neuroprime Ointment,Others,0.025,Sales,MS,0.057083,0.060651,1.06,1.44,28000,1,40282.732,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2024,C2-2024,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,Metacare Gel,Others,0.2,Sales,MS,0.02327,0.023892,1.03,1.22,224000,1,272217.344,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2023,Q3-2023,cyPhar786,NNMÁTÉ786,nnMáté786,FLM,RemicadeCream,Others,0.025,Sales,MS,0.44,0.424521,0.97,0.82,28000,1,22893.92,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2022,Q4-2022,_1Phar786,NASCHW786,naSchw786,REP,Microgentle Injection,Others,0.15,Sales,MS,0.078049,0.087046,1.12,1.67,112000,1,186645.2,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2021,Q1-2021,_1Phar786,NASCHW786,naSchw786,REP,RemicadeTablet,Others,0.1,Sales,MS,0.035526,0.028319,0.8,0,74666.66667,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2025,Q2-2025,_1Phar786,NASCHW786,naSchw786,REP,Hypocure Drops,Others,0.075,Sales,MS,0.112733,0.112871,1,1.01,56000,1,56494.424,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2024,Q3-2024,_1Phar786,NASCHW786,naSchw786,REP,Immunoprime Gel,Others,0.075,Sales,MS,0.303929,0.257393,0.85,0,56000,1,0,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2023,C3-2023,_1Phar786,NASCHW786,naSchw786,REP,Multirapid Gel,Others,0.1,Sales,MS,0.575128,0.560164,0.97,0.86,74666.66667,1,63966.93334,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2022,C2-2022,_1Phar786,NASCHW786,naSchw786,REP,Oncoadvance Solution,Others,0.2,Sales,MS,0.238537,0.243978,1.02,1.19,149333.3333,1,177142.9333,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2021,C2-2021,_1Phar786,NASCHW786,naSchw786,REP,HypoLipitorprime,Others,0.025,Sales,MS,0.307323,0.307746,1,1.01,18666.66667,1,18831.47467,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-D,Team1,2025,Q3-2025,_1Phar786,NASCHW786,naSchw786,REP,ProSeroquelprime,Others,0.025,Sales,MS,0.139227,0.136683,0.98,0.9,18666.66667,1,16741.38667,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-B,Team4,2024,Q4-2024,_1Phar786,NASCHW786,naSchw786,REP,AbilifyPowder,Others,0.025,Sales,MS,0.056247,0.056821,1.01,1.09,18666.66667,1,20256.89867,0,FLM
Bosnia,Bosnia and Herzegovina Convertible Mark (BAM),BL-C,Team5,2023,C1-2023,_1Phar786,NASCHW786,naSchw786,REP,RemicadeCream,Others,0.2,Sales,MS,0.023307,0.024286,1.04,1.32,149333.3333,1,196554.624,0,FLM
